Data i godzina;HRID;Numer seryjny;5V - Wynik;5V - Min napiecie [V];5V - Max napiecie [V];9V - Wynik;9V - Min napiecie [V];9V - Max napiecie [V];12V - Wynik;12V - Min napiecie [V];12V - Max napiecie [V];15V - Wynik;15V - Min napiecie [V];15V - Max napiecie [V];Wynik koncowy;Czas testu [s]
2025-11-18 12:18:47;TEST;SSW-3503UK 239C608046;PASS;4,99;5,05;PASS;8,83;8,87;PASS;11,82;11,85;PASS;14,91;14,94;PASS;37,17
